sport,league_name,espn_slug,proposed_new_id,work_package,adapter_family,is_college,discovery_url,scoreboard_url,sample_event_id,sample_event_date,sample_file,evidence_level,activation_status,summary_url,summary_probe_http,teams_url,teams_probe_count,standings_url,standings_probe_nonempty,notes
soccer,Turkish Super Lig,tur.1,espn:soccer:tur.1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/tur.1/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/tur.1/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/tur.1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/tur.1/standings,not-established,
soccer,Africa Cup of Nations,caf.nations,espn:soccer:caf.nations,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/caf.nations/standings,not-established,
soccer,AFC Champions League Elite,afc.champions,espn:soccer:afc.champions,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.champions/standings,not-established,
soccer,Africa Cup of Nations Qualifying,caf.nations_qual,espn:soccer:caf.nations_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.nations_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/caf.nations_qual/standings,not-established,
soccer,AFC Champions League Two,afc.cup,espn:soccer:afc.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.cup/standings,not-established,
soccer,FIFA Club World Cup,fifa.cwc,espn:soccer:fifa.cwc,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.cwc/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.cwc/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.cwc/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.cwc/standings,not-established,
soccer,Men's Olympic Soccer Tournament,fifa.olympics,espn:soccer:fifa.olympics,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.olympics/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.olympics/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.olympics/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.olympics/standings,not-established,
soccer,Women's Olympic Soccer Tournament,fifa.w.olympics,espn:soccer:fifa.w.olympics,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.olympics/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.olympics/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.w.olympics/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.w.olympics/standings,not-established,
soccer,Concacaf Gold Cup,concacaf.gold,espn:soccer:concacaf.gold,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.gold/standings,not-established,
soccer,Concacaf Gold Cup Qualifying,concacaf.gold_qual,espn:soccer:concacaf.gold_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.gold_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.gold_qual/standings,not-established,
soccer,Concacaf W Gold Cup,concacaf.w.gold,espn:soccer:concacaf.w.gold,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.gold/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.gold/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.gold/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.w.gold/standings,not-established,
soccer,Concacaf Cup,concacaf.confederations_playoff,espn:soccer:concacaf.confederations_playoff,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.confederations_playoff/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.confederations_playoff/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.confederations_playoff/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.confederations_playoff/standings,not-established,
soccer,Concacaf W Champions Cup,concacaf.w.champions_cup,espn:soccer:concacaf.w.champions_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.champions_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.champions_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.w.champions_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.w.champions_cup/standings,not-established,
soccer,Concacaf W Championship,concacaf.womens.championship,espn:soccer:concacaf.womens.championship,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.womens.championship/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.womens.championship/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/concacaf.womens.championship/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/concacaf.womens.championship/standings,not-established,
soccer,UEFA European Championship,uefa.euro,espn:soccer:uefa.euro,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro/scoreboard,703945,2024-07-14T19:00Z,provider-samples/soccer--uefa.euro.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro/summary?event=703945,not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.euro/standings,not-established,Returned event predates 2026; validate current coverage or legitimate tournament cycle
soccer,UEFA European Championship Qualifying,uefa.euroq,espn:soccer:uefa.euroq,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euroq/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euroq/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euroq/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.euroq/standings,not-established,
soccer,UEFA Women's European Championship,uefa.weuro,espn:soccer:uefa.weuro,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.weuro/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.weuro/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.weuro/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.weuro/standings,not-established,
soccer,UEFA European Under-21 Championship,uefa.euro_u21,espn:soccer:uefa.euro_u21,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro_u21/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro_u21/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.euro_u21/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.euro_u21/standings,not-established,
soccer,UEFA Super Cup,uefa.super_cup,espn:soccer:uefa.super_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.super_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.super_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.super_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.super_cup/standings,not-established,
soccer,Copa América,conmebol.america,espn:soccer:conmebol.america,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/conmebol.america/standings,not-established,
soccer,Copa América Femenina,conmebol.america.femenina,espn:soccer:conmebol.america.femenina,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america.femenina/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america.femenina/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/conmebol.america.femenina/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/conmebol.america.femenina/standings,not-established,
soccer,USL Championship,usa.usl.1,espn:soccer:usa.usl.1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.1/scoreboard,401842249,2026-09-25T23:00Z,provider-samples/soccer--usa.usl.1.json,sample-returned,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.1/summary?event=401842249,not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/usa.usl.1/standings,not-established,
soccer,USL League One,usa.usl.l1,espn:soccer:usa.usl.l1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/usa.usl.l1/standings,not-established,
soccer,USL Cup,usa.usl.l1.cup,espn:soccer:usa.usl.l1.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/usa.usl.l1.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/usa.usl.l1.cup/standings,not-established,
soccer,Mexican Liga de Expansión MX,mex.2,espn:soccer:mex.2,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/mex.2/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/mex.2/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/mex.2/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/mex.2/standings,not-established,
soccer,CONMEBOL-UEFA Cup of Champions,global.finalissima,espn:soccer:global.finalissima,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/global.finalissima/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/global.finalissima/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/global.finalissima/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/global.finalissima/standings,not-established,
soccer,CONMEBOL-UEFA U20 Intercontinental Cup,global.u20.intercontinental_cup,espn:soccer:global.u20.intercontinental_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/global.u20.intercontinental_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/global.u20.intercontinental_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/global.u20.intercontinental_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/global.u20.intercontinental_cup/standings,not-established,
soccer,CONMEBOL-UEFA Women's Cup of Champions,global.w.finalissima,espn:soccer:global.w.finalissima,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/global.w.finalissima/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/global.w.finalissima/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/global.w.finalissima/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/global.w.finalissima/standings,not-established,
soccer,FIFA Under-20 World Cup,fifa.world.u20,espn:soccer:fifa.world.u20,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world.u20/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world.u20/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world.u20/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.world.u20/standings,not-established,
soccer,AFC Asian Cup,afc.asian.cup,espn:soccer:afc.asian.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.asian.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.asian.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.asian.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.asian.cup/standings,not-established,
soccer,AFC Women's Asian Cup,afc.w.asian.cup,espn:soccer:afc.w.asian.cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.w.asian.cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.w.asian.cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.w.asian.cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.w.asian.cup/standings,not-established,
soccer,AFC Asian Cup Qualifiers,afc.cupq,espn:soccer:afc.cupq,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cupq/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cupq/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cupq/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.cupq/standings,not-established,
soccer,ASEAN Championship,aff.championship,espn:soccer:aff.championship,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/aff.championship/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/aff.championship/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/aff.championship/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/aff.championship/standings,not-established,
soccer,Women's Africa Cup of Nations,caf.w.nations,espn:soccer:caf.w.nations,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.w.nations/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.w.nations/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.w.nations/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/caf.w.nations/standings,not-established,
soccer,African Nations Championship,caf.championship,espn:soccer:caf.championship,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.championship/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.championship/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/caf.championship/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/caf.championship/standings,not-established,
soccer,Northern Super League,can.w.nsl,espn:soccer:can.w.nsl,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/can.w.nsl/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/can.w.nsl/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/can.w.nsl/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/can.w.nsl/standings,not-established,
soccer,UEFA Europa League Qualifying,uefa.europa_qual,espn:soccer:uefa.europa_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.europa_qual/standings,not-established,
soccer,UEFA Conference League Qualifying,uefa.europa.conf_qual,espn:soccer:uefa.europa.conf_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa.conf_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa.conf_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.europa.conf_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.europa.conf_qual/standings,not-established,
soccer,UEFA Women's Europa Cup,uefa.w.europa,espn:soccer:uefa.w.europa,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.w.europa/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.w.europa/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/uefa.w.europa/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/uefa.w.europa/standings,not-established,
soccer,FIFA Intercontinental Cup,fifa.intercontinental_cup,espn:soccer:fifa.intercontinental_cup,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.intercontinental_cup/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.intercontinental_cup/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.intercontinental_cup/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/fifa.intercontinental_cup/standings,not-established,
soccer,AFC Champions League Elite Qualifying,afc.champions_qual,espn:soccer:afc.champions_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.champions_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.champions_qual/standings,not-established,
soccer,AFC Champions League Two Qualifying,afc.cup_qual,espn:soccer:afc.cup_qual,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup_qual/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup_qual/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/afc.cup_qual/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/afc.cup_qual/standings,not-established,
soccer,Club Friendly,club.friendly,espn:soccer:club.friendly,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/club.friendly/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/club.friendly/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/club.friendly/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/club.friendly/standings,not-established,
soccer,Non-FIFA Friendly,nonfifa,espn:soccer:nonfifa,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/nonfifa/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/nonfifa/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/nonfifa/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/nonfifa/standings,not-established,
soccer,Russian Premier League,rus.1,espn:soccer:rus.1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/rus.1/standings,not-established,
soccer,Russian Premier League Relegation/Promotion Playoffs,rus.1.promotion.relegation,espn:soccer:rus.1.promotion.relegation,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1.promotion.relegation/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1.promotion.relegation/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/rus.1.promotion.relegation/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/rus.1.promotion.relegation/standings,not-established,
soccer,Belgian Pro League,bel.1,espn:soccer:bel.1,W2-team-and-soccer,team-match,false,https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=soccer,https://site.api.espn.com/apis/site/v2/sports/soccer/bel.1/scoreboard,,,,directory-only,requires-validation,https://site.api.espn.com/apis/site/v2/sports/soccer/bel.1/summary?event={providerEventId},not-tested,https://site.api.espn.com/apis/site/v2/sports/soccer/bel.1/teams,not-established,https://site.api.espn.com/apis/v2/sports/soccer/bel.1/standings,not-established,
